time	L2Error	H1Error
0.00015625	0.000390205	0.0303817
0.0003125	0.00039063	0.0303863
0.00046875	0.000391051	0.030391
0.000625	0.000391469	0.0303956
0.00078125	0.000391884	0.0304003
0.0009375	0.000392298	0.0304049
0.00109375	0.000392708	0.0304096
0.00125	0.000393117	0.0304142
0.00140625	0.000393523	0.0304189
0.0015625	0.000393928	0.0304235
0.00171875	0.00039433	0.0304282
0.001875	0.00039473	0.0304329
0.00203125	0.000395129	0.0304375
0.0021875	0.000395526	0.0304422
0.00234375	0.000395921	0.0304469
0.0025	0.000396315	0.0304515
0.00265625	0.000396707	0.0304562
0.0028125	0.000397097	0.0304609
0.00296875	0.000397486	0.0304656
0.003125	0.000397873	0.0304702
0.00328125	0.000398259	0.0304749
0.0034375	0.000398643	0.0304796
0.00359375	0.000399026	0.0304843
0.00375	0.000399407	0.030489
0.00390625	0.000399787	0.0304937
0.0040625	0.000400166	0.0304983
0.00421875	0.000400543	0.030503
0.004375	0.000400919	0.0305077
0.00453125	0.000401294	0.0305124
0.0046875	0.000401667	0.0305171
0.00484375	0.000402039	0.0305218
0.005	0.00040241	0.0305265
0.00515625	0.000402779	0.0305312
0.0053125	0.000403148	0.0305359
0.00546875	0.000403515	0.0305406
0.005625	0.000403881	0.0305453
0.00578125	0.000404245	0.03055
0.0059375	0.000404609	0.0305547
0.00609375	0.000404971	0.0305594
0.00625	0.000405333	0.0305641
0.00640625	0.000405693	0.0305688
0.0065625	0.000406052	0.0305735
0.00671875	0.00040641	0.0305783
0.006875	0.000406767	0.030583
0.00703125	0.000407122	0.0305877
0.0071875	0.000407477	0.0305924
0.00734375	0.000407831	0.0305971
0.0075	0.000408183	0.0306018
0.00765625	0.000408535	0.0306065
0.0078125	0.000408885	0.0306113
0.00796875	0.000409235	0.030616
0.008125	0.000409583	0.0306207
0.00828125	0.00040993	0.0306254
0.0084375	0.000410277	0.0306302
0.00859375	0.000410622	0.0306349
0.00875	0.000410967	0.0306396
0.00890625	0.00041131	0.0306443
0.0090625	0.000411652	0.0306491
0.00921875	0.000411994	0.0306538
0.009375	0.000412335	0.0306585
0.00953125	0.000412674	0.0306633
0.0096875	0.000413013	0.030668
0.00984375	0.00041335	0.0306727
0.01	0.000413687	0.0306775
0.0101563	0.000414023	0.0306822
0.0103125	0.000414358	0.0306869
0.0104688	0.000414692	0.0306917
0.010625	0.000415025	0.0306964
0.0107813	0.000415357	0.0307012
0.0109375	0.000415689	0.0307059
0.0110938	0.000416019	0.0307106
0.01125	0.000416349	0.0307154
0.0114063	0.000416678	0.0307201
0.0115625	0.000417005	0.0307249
0.0117188	0.000417332	0.0307296
0.011875	0.000417659	0.0307344
0.0120313	0.000417984	0.0307391
0.0121875	0.000418308	0.0307439
0.0123438	0.000418632	0.0307486
0.0125	0.000418955	0.0307534
0.0126563	0.000419277	0.0307581
0.0128125	0.000419598	0.0307629
0.0129688	0.000419918	0.0307677
0.013125	0.000420237	0.0307724
0.0132813	0.000420556	0.0307772
0.0134375	0.000420874	0.0307819
0.0135938	0.000421191	0.0307867
0.01375	0.000421507	0.0307915
0.0139063	0.000421823	0.0307962
0.0140625	0.000422137	0.030801
0.0142188	0.000422451	0.0308057
0.014375	0.000422764	0.0308105
0.0145313	0.000423077	0.0308153
0.0146875	0.000423388	0.03082
0.0148438	0.000423699	0.0308248
0.015	0.000424009	0.0308296
0.0151563	0.000424318	0.0308344
0.0153125	0.000424627	0.0308391
0.0154688	0.000424934	0.0308439
0.015625	0.000425241	0.0308487
0.0157813	0.000425548	0.0308535
0.0159375	0.000425853	0.0308582
0.0160938	0.000426158	0.030863
0.01625	0.000426462	0.0308678
0.0164063	0.000426765	0.0308726
0.0165625	0.000427068	0.0308773
0.0167188	0.00042737	0.0308821
0.016875	0.000427671	0.0308869
0.0170313	0.000427971	0.0308917
0.0171875	0.000428271	0.0308965
