time	L2Error	H1Error
0.3525	0.0105133	0.16727
0.355	0.0105396	0.167689
0.3575	0.010566	0.168108
0.36	0.0105925	0.168529
0.3625	0.010619	0.168951
0.365	0.0106456	0.169374
0.3675	0.0106723	0.169798
0.37	0.010699	0.170223
0.3725	0.0107258	0.170649
0.375	0.0107526	0.171076
0.3775	0.0107796	0.171504
0.38	0.0108066	0.171934
0.3825	0.0108336	0.172364
0.385	0.0108608	0.172796
0.3875	0.0108879	0.173228
0.39	0.0109152	0.173662
0.3925	0.0109425	0.174096
0.395	0.0109699	0.174532
0.3975	0.0109974	0.174969
0.4	0.0110249	0.175407
0.4025	0.0110525	0.175846
0.405	0.0110802	0.176286
0.4075	0.011108	0.176728
0.41	0.0111358	0.17717
0.4125	0.0111636	0.177613
0.415	0.0111916	0.178058
0.4175	0.0112196	0.178504
0.42	0.0112477	0.17895
0.4225	0.0112759	0.179398
0.425	0.0113041	0.179847
0.4275	0.0113324	0.180298
0.43	0.0113608	0.180749
0.4325	0.0113892	0.181201
0.435	0.0114177	0.181655
0.4375	0.0114463	0.18211
0.44	0.011475	0.182565
0.4425	0.0115037	0.183022
0.445	0.0115325	0.183481
0.4475	0.0115613	0.18394
0.45	0.0115903	0.1844
0.4525	0.0116193	0.184862
0.455	0.0116484	0.185325
0.4575	0.0116775	0.185789
0.46	0.0117068	0.186254
0.4625	0.0117361	0.18672
0.465	0.0117655	0.187187
0.4675	0.0117949	0.187656
0.47	0.0118244	0.188125
0.4725	0.011854	0.188596
0.475	0.0118837	0.189068
0.4775	0.0119135	0.189542
0.48	0.0119433	0.190016
0.4825	0.0119732	0.190492
0.485	0.0120032	0.190969
0.4875	0.0120332	0.191447
0.49	0.0120633	0.191926
0.4925	0.0120935	0.192406
0.495	0.0121238	0.192888
0.4975	0.0121541	0.193371
0.5	0.0121846	0.193855
0.5025	0.0122151	0.19434
0.505	0.0122456	0.194826
0.5075	0.0122763	0.195314
0.51	0.012307	0.195803
0.5125	0.0123378	0.196293
0.515	0.0123687	0.196784
0.5175	0.0123997	0.197277
0.52	0.0124307	0.197771
0.5225	0.0124618	0.198266
0.525	0.012493	0.198762
0.5275	0.0125243	0.19926
0.53	0.0125556	0.199758
0.5325	0.0125871	0.200258
0.535	0.0126186	0.20076
0.5375	0.0126502	0.201262
0.54	0.0126818	0.201766
0.5425	0.0127136	0.202271
0.545	0.0127454	0.202777
0.5475	0.0127773	0.203285
0.55	0.0128093	0.203794
0.5525	0.0128413	0.204304
0.555	0.0128735	0.204815
0.5575	0.0129057	0.205328
0.56	0.012938	0.205842
0.5625	0.0129704	0.206357
0.565	0.0130029	0.206874
0.5675	0.0130354	0.207392
0.57	0.013068	0.207911
0.5725	0.0131008	0.208431
0.575	0.0131336	0.208953
0.5775	0.0131664	0.209476
0.58	0.0131994	0.21
0.5825	0.0132324	0.210526
0.585	0.0132655	0.211053
0.5875	0.0132988	0.211581
0.59	0.013332	0.212111
0.5925	0.0133654	0.212642
0.595	0.0133989	0.213174
0.5975	0.0134324	0.213708
0.6	0.013466	0.214243
0.6025	0.0134997	0.214779
0.605	0.0135335	0.215316
0.6075	0.0135674	0.215855
0.61	0.0136014	0.216396
0.6125	0.0136354	0.216937
0.615	0.0136695	0.21748
0.6175	0.0137038	0.218025
0.62	0.0137381	0.218571
0.6225	0.0137725	0.219118
0.625	0.0138069	0.219666
0.6275	0.0138415	0.220216
0.63	0.0138761	0.220767
0.6325	0.0139109	0.22132
0.635	0.0139457	0.221874
0.6375	0.0139806	0.222429
0.64	0.0140156	0.222986
0.6425	0.0140507	0.223544
0.645	0.0140858	0.224104
0.6475	0.0141211	0.224665
0.65	0.0141565	0.225227
0.6525	0.0141919	0.225791
0.655	0.0142274	0.226356
0.6575	0.014263	0.226923
0.66	0.0142987	0.227491
0.6625	0.0143345	0.22806
0.665	0.0143704	0.228631
0.6675	0.0144064	0.229203
0.67	0.0144424	0.229777
0.6725	0.0144786	0.230352
0.675	0.0145148	0.230929
0.6775	0.0145512	0.231507
0.68	0.0145876	0.232086
0.6825	0.0146241	0.232667
0.685	0.0146607	0.23325
0.6875	0.0146974	0.233833
0.69	0.0147342	0.234419
0.6925	0.0147711	0.235006
0.695	0.014808	0.235594
0.6975	0.0148451	0.236183
0.7	0.0148823	0.236775
0.7025	0.0149195	0.237367
0.705	0.0149569	0.237962
0.7075	0.0149943	0.238557
0.71	0.0150318	0.239154
0.7125	0.0150695	0.239753
0.715	0.0151072	0.240353
0.7175	0.015145	0.240955
0.72	0.0151829	0.241558
0.7225	0.0152209	0.242162
0.725	0.015259	0.242769
0.7275	0.0152972	0.243376
0.73	0.0153355	0.243986
0.7325	0.0153739	0.244596
0.735	0.0154124	0.245209
0.7375	0.0154509	0.245822
0.74	0.0154896	0.246438
0.7425	0.0155284	0.247054
0.745	0.0155673	0.247673
0.7475	0.0156062	0.248293
0.75	0.0156453	0.248914
0.7525	0.0156845	0.249537
0.755	0.0157237	0.250162
0.7575	0.0157631	0.250788
0.76	0.0158025	0.251416
0.7625	0.0158421	0.252045
0.765	0.0158817	0.252676
0.7675	0.0159215	0.253309
0.77	0.0159614	0.253943
0.7725	0.0160013	0.254578
0.775	0.0160414	0.255216
0.7775	0.0160815	0.255855
0.78	0.0161218	0.256495
0.7825	0.0161621	0.257137
0.785	0.0162026	0.257781
0.7875	0.0162431	0.258426
0.79	0.0162838	0.259073
0.7925	0.0163246	0.259721
0.795	0.0163654	0.260371
0.7975	0.0164064	0.261023
0.8	0.0164474	0.261676
0.8025	0.0164886	0.262331
0.805	0.0165299	0.262988
0.8075	0.0165713	0.263646
0.81	0.0166127	0.264306
0.8125	0.0166543	0.264968
0.815	0.016696	0.265631
0.8175	0.0167378	0.266296
0.82	0.0167797	0.266963
0.8225	0.0168217	0.267631
0.825	0.0168638	0.268301
0.8275	0.016906	0.268972
0.83	0.0169483	0.269646
0.8325	0.0169908	0.270321
0.835	0.0170333	0.270997
0.8375	0.0170759	0.271676
0.84	0.0171187	0.272356
0.8425	0.0171615	0.273037
0.845	0.0172045	0.273721
0.8475	0.0172476	0.274406
0.85	0.0172907	0.275093
0.8525	0.017334	0.275782
0.855	0.0173774	0.276472
0.8575	0.0174209	0.277164
0.86	0.0174645	0.277858
0.8625	0.0175082	0.278553
0.865	0.017552	0.27925
0.8675	0.017596	0.279949
0.87	0.01764	0.28065
0.8725	0.0176842	0.281353
0.875	0.0177284	0.282057
0.8775	0.0177728	0.282763
0.88	0.0178173	0.283471
0.8825	0.0178619	0.28418
0.885	0.0179066	0.284892
0.8875	0.0179514	0.285605
0.89	0.0179964	0.28632
0.8925	0.0180414	0.287036
0.895	0.0180866	0.287755
0.8975	0.0181319	0.288475
0.9	0.0181772	0.289197
0.9025	0.0182227	0.289921
0.905	0.0182684	0.290647
0.9075	0.0183141	0.291374
0.91	0.0183599	0.292104
0.9125	0.0184059	0.292835
0.915	0.018452	0.293568
0.9175	0.0184981	0.294303
0.92	0.0185444	0.295039
0.9225	0.0185909	0.295778
0.925	0.0186374	0.296518
0.9275	0.0186841	0.297261
0.93	0.0187308	0.298005
0.9325	0.0187777	0.298751
0.935	0.0188247	0.299498
0.9375	0.0188718	0.300248
0.94	0.0189191	0.301
0.9425	0.0189664	0.301753
0.945	0.0190139	0.302508
0.9475	0.0190615	0.303266
0.95	0.0191092	0.304025
0.9525	0.019157	0.304786
0.955	0.019205	0.305549
0.9575	0.0192531	0.306313
0.96	0.0193013	0.30708
0.9625	0.0193496	0.307849
0.965	0.019398	0.308619
0.9675	0.0194466	0.309392
0.97	0.0194952	0.310166
0.9725	0.019544	0.310943
0.975	0.019593	0.311721
0.9775	0.019642	0.312501
0.98	0.0196912	0.313284
0.9825	0.0197405	0.314068
0.985	0.0197899	0.314854
0.9875	0.0198394	0.315642
0.99	0.0198891	0.316432
0.9925	0.0199389	0.317224
0.995	0.0199888	0.318018
0.9975	0.0200388	0.318814
1	0.020089	0.319612
