time	L2Error	H1Error
0.195	0.00235299	0.073316
0.195625	0.00235456	0.0733619
0.19625	0.00235613	0.0734077
0.196875	0.00235769	0.0734536
0.1975	0.00235926	0.0734995
0.198125	0.00236083	0.0735455
0.19875	0.00236239	0.0735914
0.199375	0.00236396	0.0736374
0.2	0.00236553	0.0736835
0.200625	0.00236709	0.0737295
0.20125	0.00236866	0.0737756
0.201875	0.00237023	0.0738217
0.2025	0.00237179	0.0738679
0.203125	0.00237336	0.0739141
0.20375	0.00237492	0.0739603
0.204375	0.00237649	0.0740065
0.205	0.00237805	0.0740528
0.205625	0.00237962	0.074099
0.20625	0.00238118	0.0741454
0.206875	0.00238275	0.0741917
0.2075	0.00238431	0.0742381
0.208125	0.00238588	0.0742845
0.20875	0.00238745	0.0743309
0.209375	0.00238901	0.0743774
0.21	0.00239058	0.0744239
0.210625	0.00239214	0.0744704
0.21125	0.00239371	0.074517
0.211875	0.00239527	0.0745635
0.2125	0.00239684	0.0746102
0.213125	0.0023984	0.0746568
0.21375	0.00239997	0.0747035
0.214375	0.00240154	0.0747502
0.215	0.0024031	0.0747969
0.215625	0.00240467	0.0748436
0.21625	0.00240624	0.0748904
0.216875	0.0024078	0.0749372
0.2175	0.00240937	0.0749841
0.218125	0.00241094	0.075031
0.21875	0.0024125	0.0750779
0.219375	0.00241407	0.0751248
0.22	0.00241564	0.0751718
0.220625	0.00241721	0.0752188
0.22125	0.00241878	0.0752658
0.221875	0.00242034	0.0753128
0.2225	0.00242191	0.0753599
0.223125	0.00242348	0.075407
0.22375	0.00242505	0.0754542
0.224375	0.00242662	0.0755013
0.225	0.00242819	0.0755485
0.225625	0.00242976	0.0755958
0.22625	0.00243133	0.075643
0.226875	0.0024329	0.0756903
0.2275	0.00243447	0.0757376
0.228125	0.00243605	0.075785
0.22875	0.00243762	0.0758323
0.229375	0.00243919	0.0758797
0.23	0.00244076	0.0759272
0.230625	0.00244233	0.0759746
0.23125	0.00244391	0.0760221
0.231875	0.00244548	0.0760697
0.2325	0.00244706	0.0761172
0.233125	0.00244863	0.0761648
0.23375	0.00245021	0.0762124
0.234375	0.00245178	0.0762601
0.235	0.00245336	0.0763077
0.235625	0.00245493	0.0763554
0.23625	0.00245651	0.0764032
0.236875	0.00245809	0.0764509
0.2375	0.00245966	0.0764987
0.238125	0.00246124	0.0765465
0.23875	0.00246282	0.0765944
0.239375	0.0024644	0.0766423
0.24	0.00246598	0.0766902
0.240625	0.00246756	0.0767381
0.24125	0.00246914	0.0767861
0.241875	0.00247072	0.0768341
0.2425	0.0024723	0.0768821
0.243125	0.00247388	0.0769302
0.24375	0.00247547	0.0769783
0.244375	0.00247705	0.0770264
0.245	0.00247863	0.0770746
0.245625	0.00248022	0.0771228
0.24625	0.0024818	0.077171
0.246875	0.00248339	0.0772192
0.2475	0.00248497	0.0772675
0.248125	0.00248656	0.0773158
0.24875	0.00248815	0.0773641
0.249375	0.00248973	0.0774125
0.25	0.00249132	0.0774609
0.250625	0.00249291	0.0775093
0.25125	0.0024945	0.0775578
0.251875	0.00249609	0.0776063
0.2525	0.00249768	0.0776548
0.253125	0.00249927	0.0777033
0.25375	0.00250086	0.0777519
0.254375	0.00250245	0.0778005
0.255	0.00250405	0.0778491
0.255625	0.00250564	0.0778978
0.25625	0.00250724	0.0779465
0.256875	0.00250883	0.0779952
0.2575	0.00251043	0.078044
0.258125	0.00251202	0.0780928
0.25875	0.00251362	0.0781416
0.259375	0.00251522	0.0781905
0.26	0.00251681	0.0782394
0.260625	0.00251841	0.0782883
0.26125	0.00252001	0.0783372
0.261875	0.00252161	0.0783862
0.2625	0.00252321	0.0784352
0.263125	0.00252482	0.0784842
0.26375	0.00252642	0.0785333
0.264375	0.00252802	0.0785824
0.265	0.00252962	0.0786315
0.265625	0.00253123	0.0786807
0.26625	0.00253283	0.0787299
0.266875	0.00253444	0.0787791
0.2675	0.00253605	0.0788283
0.268125	0.00253765	0.0788776
0.26875	0.00253926	0.0789269
0.269375	0.00254087	0.0789763
0.27	0.00254248	0.0790256
0.270625	0.00254409	0.079075
0.27125	0.0025457	0.0791245
0.271875	0.00254731	0.0791739
0.2725	0.00254892	0.0792234
0.273125	0.00255054	0.079273
0.27375	0.00255215	0.0793225
0.274375	0.00255377	0.0793721
0.275	0.00255538	0.0794217
0.275625	0.002557	0.0794714
0.27625	0.00255861	0.0795211
0.276875	0.00256023	0.0795708
0.2775	0.00256185	0.0796205
0.278125	0.00256347	0.0796703
0.27875	0.00256509	0.0797201
0.279375	0.00256671	0.07977
0.28	0.00256833	0.0798198
0.280625	0.00256995	0.0798697
0.28125	0.00257158	0.0799197
0.281875	0.0025732	0.0799696
0.2825	0.00257483	0.0800196
0.283125	0.00257645	0.0800697
0.28375	0.00257808	0.0801197
0.284375	0.00257971	0.0801698
0.285	0.00258133	0.0802199
0.285625	0.00258296	0.0802701
0.28625	0.00258459	0.0803203
0.286875	0.00258622	0.0803705
0.2875	0.00258785	0.0804207
0.288125	0.00258949	0.080471
0.28875	0.00259112	0.0805213
0.289375	0.00259275	0.0805716
0.29	0.00259439	0.080622
0.290625	0.00259602	0.0806724
0.29125	0.00259766	0.0807228
0.291875	0.0025993	0.0807733
0.2925	0.00260094	0.0808238
0.293125	0.00260258	0.0808743
0.29375	0.00260422	0.0809249
0.294375	0.00260586	0.0809755
0.295	0.0026075	0.0810261
0.295625	0.00260914	0.0810768
0.29625	0.00261078	0.0811275
0.296875	0.00261243	0.0811782
0.2975	0.00261407	0.0812289
0.298125	0.00261572	0.0812797
0.29875	0.00261737	0.0813305
0.299375	0.00261901	0.0813814
0.3	0.00262066	0.0814323
0.300625	0.00262231	0.0814832
0.30125	0.00262396	0.0815341
0.301875	0.00262561	0.0815851
0.3025	0.00262727	0.0816361
0.303125	0.00262892	0.0816871
0.30375	0.00263057	0.0817382
0.304375	0.00263223	0.0817893
0.305	0.00263388	0.0818404
0.305625	0.00263554	0.0818916
0.30625	0.0026372	0.0819428
0.306875	0.00263886	0.081994
0.3075	0.00264052	0.0820453
0.308125	0.00264218	0.0820966
0.30875	0.00264384	0.0821479
0.309375	0.0026455	0.0821993
0.31	0.00264716	0.0822507
0.310625	0.00264883	0.0823021
0.31125	0.00265049	0.0823535
0.311875	0.00265216	0.082405
0.3125	0.00265382	0.0824565
0.313125	0.00265549	0.0825081
0.31375	0.00265716	0.0825597
0.314375	0.00265883	0.0826113
0.315	0.0026605	0.0826629
0.315625	0.00266217	0.0827146
0.31625	0.00266384	0.0827663
0.316875	0.00266552	0.0828181
0.3175	0.00266719	0.0828698
0.318125	0.00266887	0.0829217
0.31875	0.00267054	0.0829735
0.319375	0.00267222	0.0830254
0.32	0.0026739	0.0830773
0.320625	0.00267558	0.0831292
0.32125	0.00267726	0.0831812
0.321875	0.00267894	0.0832332
0.3225	0.00268062	0.0832852
0.323125	0.0026823	0.0833373
0.32375	0.00268399	0.0833894
0.324375	0.00268567	0.0834415
0.325	0.00268736	0.0834937
0.325625	0.00268904	0.0835459
0.32625	0.00269073	0.0835981
0.326875	0.00269242	0.0836504
0.3275	0.00269411	0.0837027
0.328125	0.0026958	0.083755
0.32875	0.00269749	0.0838074
0.329375	0.00269919	0.0838598
0.33	0.00270088	0.0839122
0.330625	0.00270257	0.0839647
0.33125	0.00270427	0.0840172
0.331875	0.00270597	0.0840697
0.3325	0.00270766	0.0841222
0.333125	0.00270936	0.0841748
0.33375	0.00271106	0.0842275
0.334375	0.00271276	0.0842801
0.335	0.00271446	0.0843328
0.335625	0.00271617	0.0843855
0.33625	0.00271787	0.0844383
0.336875	0.00271957	0.0844911
0.3375	0.00272128	0.0845439
0.338125	0.00272299	0.0845968
0.33875	0.00272469	0.0846497
0.339375	0.0027264	0.0847026
0.34	0.00272811	0.0847555
0.340625	0.00272982	0.0848085
0.34125	0.00273153	0.0848615
0.341875	0.00273325	0.0849146
0.3425	0.00273496	0.0849677
0.343125	0.00273667	0.0850208
0.34375	0.00273839	0.085074
0.344375	0.00274011	0.0851271
0.345	0.00274182	0.0851804
0.345625	0.00274354	0.0852336
0.34625	0.00274526	0.0852869
0.346875	0.00274698	0.0853402
0.3475	0.0027487	0.0853936
0.348125	0.00275043	0.085447
0.34875	0.00275215	0.0855004
0.349375	0.00275387	0.0855538
0.35	0.0027556	0.0856073
0.350625	0.00275733	0.0856609
0.35125	0.00275905	0.0857144
0.351875	0.00276078	0.085768
0.3525	0.00276251	0.0858216
0.353125	0.00276424	0.0858753
0.35375	0.00276598	0.085929
0.354375	0.00276771	0.0859827
0.355	0.00276944	0.0860364
0.355625	0.00277118	0.0860902
0.35625	0.00277291	0.086144
0.356875	0.00277465	0.0861979
0.3575	0.00277639	0.0862518
0.358125	0.00277813	0.0863057
0.35875	0.00277987	0.0863597
0.359375	0.00278161	0.0864137
0.36	0.00278335	0.0864677
0.360625	0.00278509	0.0865218
0.36125	0.00278684	0.0865758
0.361875	0.00278858	0.08663
0.3625	0.00279033	0.0866841
0.363125	0.00279208	0.0867383
0.36375	0.00279383	0.0867926
0.364375	0.00279558	0.0868468
0.365	0.00279733	0.0869011
0.365625	0.00279908	0.0869554
0.36625	0.00280083	0.0870098
0.366875	0.00280259	0.0870642
0.3675	0.00280434	0.0871186
0.368125	0.0028061	0.0871731
0.36875	0.00280785	0.0872276
0.369375	0.00280961	0.0872821
0.37	0.00281137	0.0873367
0.370625	0.00281313	0.0873913
0.37125	0.00281489	0.0874459
0.371875	0.00281666	0.0875006
0.3725	0.00281842	0.0875553
0.373125	0.00282018	0.0876101
0.37375	0.00282195	0.0876648
0.374375	0.00282372	0.0877196
0.375	0.00282548	0.0877745
0.375625	0.00282725	0.0878294
0.37625	0.00282902	0.0878843
0.376875	0.00283079	0.0879392
0.3775	0.00283257	0.0879942
0.378125	0.00283434	0.0880492
0.37875	0.00283611	0.0881042
0.379375	0.00283789	0.0881593
0.38	0.00283966	0.0882144
0.380625	0.00284144	0.0882696
0.38125	0.00284322	0.0883248
0.381875	0.002845	0.08838
0.3825	0.00284678	0.0884353
0.383125	0.00284856	0.0884905
0.38375	0.00285035	0.0885459
0.384375	0.00285213	0.0886012
0.385	0.00285391	0.0886566
0.385625	0.0028557	0.0887121
0.38625	0.00285749	0.0887675
0.386875	0.00285928	0.088823
0.3875	0.00286107	0.0888785
0.388125	0.00286286	0.0889341
0.38875	0.00286465	0.0889897
0.389375	0.00286644	0.0890453
0.39	0.00286823	0.089101
0.390625	0.00287003	0.0891567
0.39125	0.00287183	0.0892125
0.391875	0.00287362	0.0892682
0.3925	0.00287542	0.089324
0.393125	0.00287722	0.0893799
0.39375	0.00287902	0.0894358
0.394375	0.00288082	0.0894917
0.395	0.00288263	0.0895476
0.395625	0.00288443	0.0896036
